rstar,g,z,output gap
3.27772162443806,3.66357086265208,-0.385849238214017,-3.24824737317545
3.55664542279454,3.66415035500189,-0.107504932207355,-2.66976731252805
3.43320823529702,3.67941902756288,-0.246210792265856,-3.04314456624036
3.60539211780091,3.76722653652746,-0.161834418726548,-2.68450480572722
3.41555992272295,3.70127527102577,-0.285715348302818,-2.82238487937718
3.50833892593333,3.663237717064,-0.154898791130674,-2.39814904610648
3.27623371825502,3.57656858589832,-0.3003348676433,-2.74719211824333
3.26289098546041,3.58505236086844,-0.322161375408029,-2.76853454896366
3.21077442981544,3.48153492056161,-0.27076049074617,-2.56350014974282
3.10032365848129,3.4448808647562,-0.344557206274904,-2.66440071209206
3.26532636586645,3.43752289865588,-0.172196532789435,-2.09567635617179
3.25447400316034,3.40409888124864,-0.149624878088301,-1.897556575012
3.48738188817504,3.52739682287826,-0.0400149347032234,-1.39954082385088
3.37558406139427,3.40787953745756,-0.0322954760632908,-1.21036603185394
3.56844574383246,3.46103629545735,0.107409448375111,-0.737355368271892
3.49265778210143,3.37354088038798,0.119116901713448,-0.600368625057058
3.59397350809399,3.45850659941097,0.135466908683019,-0.474461475122098
3.60080232058525,3.47269717080589,0.128105149779361,-0.405538741966893
3.49599065234628,3.4705022978344,0.0254883545118768,-0.6934202905353
3.39976996301319,3.49159143875729,-0.0918214757441089,-1.13528931724034
3.34377739725628,3.39993529702781,-0.056157899771531,-1.33044664895749
3.5690601815249,3.48380877917559,0.0852514023493157,-1.21267801810609
3.52971573126829,3.40436798411469,0.125347747153599,-1.28784827348704
3.3949759188446,3.29255445519449,0.102421463650107,-1.6083009530762
3.01539232429695,3.02196021176234,-0.00656788746538939,-2.3208530844588
2.84171253579404,2.86828607611747,-0.0265735403234315,-2.8861712707054
2.86041924912073,2.93383399635349,-0.0734147472327567,-3.20910544898186
2.84775426595217,2.8616515757537,-0.0138973098015355,-3.00283230995797
2.72057748986549,2.7614260200232,-0.0408485301577101,-2.96572918223944
2.78171617245089,2.81551643310117,-0.0338002606502815,-2.69807717281014
2.75423432166515,2.80589493915124,-0.0516606174860891,-2.3124570270478
2.65583142155721,2.77317705211641,-0.117345630559195,-2.00210440101819
2.68073975816438,2.73862625443454,-0.0578864962701628,-1.39338735471165
2.47473280583225,2.55430328109668,-0.0795704752644327,-1.11609868767573
2.4504364415818,2.4868387212969,-0.0364022797151021,-0.790499270163309
2.28984078719393,2.41793180951002,-0.128091022316088,-0.790412641467356
2.34814549951771,2.51438993045471,-0.166244430936997,-0.549746580516853
2.28375369306793,2.50771085482516,-0.223957161757233,-0.286865580312679
2.43966784855182,2.56849932581615,-0.12883147726433,0.328920049198928
2.33497339840096,2.50375747360529,-0.168784075204322,0.49058196161468
2.39892343781783,2.58784460396727,-0.188921166149439,0.586670758695846
2.32022040832004,2.52273955582201,-0.202519147501965,0.563993220786074
2.3032627941716,2.48855437106573,-0.185291576894137,0.416940509320966
2.3557898057898,2.58636327414609,-0.230573468356288,0.117643962594002
2.39885703584099,2.62434104972866,-0.225484013887668,-0.0149712765296499
2.39335279540779,2.67913210425261,-0.285779308844821,-0.281197717030636
2.63816228140403,2.88066900558056,-0.242506724176535,-0.131472477420061
2.64777122039905,2.89583959194695,-0.248068371547906,-0.0372730839548012
2.76869400598439,2.9467936557018,-0.178099649717408,0.166550316595817
2.68884050865308,2.94096674273528,-0.252126234082202,-0.0328468246948432
2.93697084284724,3.12056938241178,-0.183598539564541,0.189891332853904
2.88077925985227,3.20719235525153,-0.326413095399257,0.0053001425714001
2.87789600948113,3.20947478575695,-0.33157877627582,0.0390173832698792
2.90902767975274,3.26156245355219,-0.352534773799451,-0.0421257959543482
2.94441609702402,3.29836903656466,-0.353952939540645,-0.105084042165004
3.08272973023301,3.39400594224737,-0.311276212014355,-0.0414595124816515
3.24096327603655,3.54537483489275,-0.304411558856192,0.0404127326113439
3.20534867693042,3.54746353315244,-0.342114856222025,0.0168551954971008
3.22860483218156,3.53450083563012,-0.305896003448554,0.0846717977801745
3.3429982480182,3.62158032008112,-0.278582072062922,0.169861806956646
3.54761720544755,3.74267390625951,-0.19505670081196,0.494341200672011
3.46085372821225,3.6144693585965,-0.15361563038425,0.576370213145196
3.61242560642689,3.82135613659552,-0.208930530168623,0.442330176675114
3.47266513887943,3.65223447934639,-0.179569340466957,0.404287552394408
3.47958885810832,3.64685774119288,-0.167268883084564,0.129992523526312
3.36719664072567,3.46087453566229,-0.0936778949366279,-0.134202691431369
3.30688026475335,3.50513827464563,-0.198258009892286,-0.765674463172445
2.99321784626389,3.30467835484142,-0.311460508577534,-1.33642467463835
2.98826164512019,3.22458719288393,-0.236325547763746,-1.39011826692047
2.91700484483289,3.22651200831569,-0.309507163482798,-1.50970500688265
2.93817461926157,3.11994396792129,-0.181769348659727,-0.994390839684684
2.83081012523072,2.98737497335244,-0.156564848121722,-0.727102722189102
2.5833230711797,2.83066868799262,-0.247345616812923,-0.794648002585632
2.46251887593237,2.75940035471747,-0.2968814787851,-0.751916663864563
2.45444970595559,2.74131455963306,-0.286864853677463,-0.452811033219291
2.61355212105187,2.84524287714391,-0.231690756092035,0.142089887536599
2.60712658423462,2.82393148434193,-0.216804900107308,0.700939284515016
2.54155816424868,2.70637239166047,-0.164814227411794,1.19000140019284
2.52292602594725,2.66641528739079,-0.143489261443539,1.507573295768
2.41442058393111,2.67599721075173,-0.261576626820625,1.5262521105135
2.47400669976713,2.67832383908812,-0.20431713932099,1.96448133668764
2.5866671941543,2.70044941762849,-0.11378222347419,2.45903672814734
2.41446750149147,2.63709126712874,-0.222623765637272,2.36438071850955
2.35150997439175,2.66484407127665,-0.313334096884903,2.2023506232174
2.41850683570131,2.63608050616124,-0.217573670459939,2.4011818607097
2.53933399093949,2.78553206175621,-0.246198070816717,2.3551035202255
2.54663574196086,2.69029121450444,-0.143655472543586,2.51539082529246
2.38354720233036,2.65217430340617,-0.268627101075807,1.94589417513941
2.39151266294783,2.75776023630915,-0.366247573361322,1.473581841758
2.43079726920333,2.71227097597002,-0.2814737067667,1.43215918430303
2.34883555986054,2.77292214273867,-0.424086582878133,0.865452531100345
2.37773825735911,2.79516362108962,-0.417425363730511,0.683770862137294
2.49385047950589,2.80369491709014,-0.309844437584247,0.743084391588695
2.23885549037738,2.63499965160405,-0.396144161226676,0.245800861156908
2.21477754817781,2.67357566023282,-0.458798112055013,-0.126823342553507
1.98271814371172,2.4454833160005,-0.462765172288779,-0.298266102421621
1.11590563885611,1.97611752547819,-0.860211886622082,-1.69011783381711
0.801562820176595,1.745177135788,-0.94361431561141,-2.45791543440873
0.888582206391745,1.65039021823785,-0.761808011846109,-2.31585729420306
0.912544614456903,1.62465218416402,-0.712107569707122,-2.16357693608313
1.19979140895819,1.67472501880638,-0.474933609848191,-1.3183405555186
1.06218832248886,1.61480003397756,-0.552611711488701,-1.10315414792626
1.04303588985337,1.64759392059219,-0.604558030738821,-0.783210072407314
0.932021605325345,1.6343531312362,-0.70233152591085,-0.536278873356196
0.905448444680125,1.56953772164735,-0.664089276967228,-0.066340687439947
0.785970263672181,1.38492272462968,-0.598952460957501,0.249540971725651
0.94279449904492,1.4153154257877,-0.472520926742776,0.662864505261496
0.797068082702293,1.30469253797387,-0.507624455271582,0.709413428643302
0.878145566643837,1.43330104009763,-0.555155473453795,0.833520460429668
1.00630015053487,1.43869336411322,-0.432393213578354,1.48017402799621
0.863073545787769,1.40544480330377,-0.542371257516003,1.53339717305766
0.68674085732189,1.33911698978124,-0.652376132459354,1.46451344471893
0.64637971265655,1.26875525930791,-0.622375546651358,1.61037199465636
0.707932058210673,1.3606998325771,-0.652767774366425,1.68802790108259
0.564626329771121,1.29330813449061,-0.728681804719486,1.65939026731064
0.658098807143535,1.36335382993945,-0.705255022795911,1.84858017131899
0.736472806181563,1.3955383847182,-0.659065578536633,2.15147713634553
0.488912827279207,1.24336017907408,-0.754447351794869,1.97382865150394
0.746586162717605,1.42480054180933,-0.678214379091721,2.25109040525081
0.805957896002712,1.53902541401506,-0.733067518012352,2.44042019300457
0.680045669099137,1.50922197272222,-0.829176303623079,2.47065287583814
0.651187804020644,1.57675287804835,-0.925565074027703,2.4294594172369
0.721700599408185,1.57705050680063,-0.855349907392446,2.73485461523785
0.628774039617495,1.55868066160231,-0.929906621984817,2.6163994366409
0.515122914810415,1.52390649140857,-1.00878357659815,2.39251849851246
0.637867528140604,1.56768418292849,-0.929816654787888,2.53872998811642
0.682189185542119,1.54465967303461,-0.862470487492493,2.67046442007177
0.714419392487656,1.59482360229869,-0.880404209811038,2.62532630472708
0.670188339306215,1.61669245319669,-0.94650411389048,2.50798747519491
0.672801341959679,1.62429621734661,-0.951494875386928,2.53152092090011
0.656485550118672,1.65428269057707,-0.997797140458399,2.46718911026164
0.658491865308572,1.71507257499374,-1.05658070968517,2.39258529235974
0.81314517673535,1.79837297092805,-0.985227794192701,2.6473328622975
0.911910239416067,1.84073697319336,-0.928826733777295,2.86435930146581
0.990768503737451,1.90553602641181,-0.914767522674362,2.96592779966488
0.854402830897835,1.92180931134401,-1.06740648044617,2.63056714864797
0.812580028124324,1.88782660720428,-1.07524657907996,2.51311111747339
0.746827225601357,1.95742534390782,-1.21059811830647,2.0862831502676
0.937233951085659,2.02490325022659,-1.08766929914093,2.29566132413481
0.941001425887309,2.08365944392894,-1.14265801804163,2.11088454615515
0.881153716454309,2.10064299681599,-1.21948928036168,1.84722185918008
0.540278907063785,1.77937488123348,-1.23909597416969,1.42946749958901
-0.0125594014532158,1.6279271994542,-1.64048660090741,-0.0724219554676893
0.207171214664504,1.37808866955838,-1.17091745489387,0.426315932775083
0.271197243465517,1.60424559265837,-1.33304834919286,-0.114914308795392
0.637053310414924,1.75815377876345,-1.12110046834853,0.679066229544901
1.28073524612158,1.8422518195544,-0.561516573432818,2.46117009005218
1.15050319589705,1.77389985229392,-0.623396656396872,2.77143798506313
1.41376223127025,1.91974745202131,-0.50598522075106,3.53931263574066
1.13132690664718,1.65068968017423,-0.519362773527053,3.85706881814599
0.81756880825598,1.50681018393209,-0.689241375676112,3.56496757626815
