Date,rstar,g,z,output gap,,All results are output from the Stage 3 model.,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap
1967-04-01,4.39182840766176,4.38153003298663,0.0102983746751275,2.53777910672181,,811.272117455101,810.11145116285,808.950879606795,1.16066629225084,1.16057155605507,0,0,,,,1967-04-01,1.5354459471071,0.881110513097237,0.413671439983487,,-3.16392389474262
1967-07-01,4.42060428309476,4.38031516879826,0.0402891142965051,2.48776324191977,,,,,,,,,,,,1967-07-01,1.54255158956715,0.884988681951433,0.412260760620237,,-3.37760174873045
1967-10-01,4.36812337527959,4.30539078401595,0.0627325912636439,2.55130783798904,,Initial Covariance Matrix,,,,,,,,,,1967-10-01,1.54683692395971,0.888681285947708,0.410878431840215,,-3.16988323243076
1968-01-01,4.57712466005673,4.46800550522071,0.10911915483602,2.91045146060242,,0.703673259807403,0.2,0,0.201142343052139,0.2,0,0,,,,1968-01-01,1.59554028966916,0.892255540703082,0.409619859860972,,-3.30632132492271
1968-04-01,4.63878123989161,4.51155298456359,0.127228255328021,3.31060362123958,,0.2,0.2,0,0,0,0,0,,,,1968-04-01,1.63530202981414,0.895670293436227,0.408316459653753,,-2.58187711242735
1968-07-01,4.51270902419486,4.40272963004665,0.109979394148212,3.39332706567541,,0,0,0.2,0,0,0,0,,,,1968-07-01,1.62590939941115,0.898981020226707,0.407138949149612,,-2.70261701436942
1968-10-01,4.37066697122715,4.26944176855777,0.101225202669373,3.26194620435103,,0.201142343052139,0,0,0.201142343052139,0.2,0,0,,,,1968-10-01,1.6052749460497,0.902219109731055,0.406193299210732,,-2.7450420991448
1969-01-01,4.47450968379866,4.39146121983974,0.0830484639589108,3.14072542913573,,0.2,0,0,0.2,0.2,0,0,,,,1969-01-01,1.64002031331163,0.905375382595971,0.405423012709949,,-2.10750488755976
1969-04-01,4.30960754523999,4.23026543241775,0.0793421128222379,3.06714476677234,,0,0,0,0,0,0.217098869143669,0.2,,,,1969-04-01,1.62777784537325,0.908379657879559,0.404692047752159,,-0.043424037268478
1969-07-01,4.2667549313103,4.20559851088942,0.0611564204208785,2.7277293932699,,0,0,0,0,0,0.2,0.2,,,,1969-07-01,1.6296045011786,0.911290033596433,0.404068280995508,,0.685621422210021
1969-10-01,4.02740544605635,3.98482344876184,0.0425819972945022,2.13867419500787,,,,,,,,,,,,1969-10-01,1.59204614651498,0.914068390014955,0.403449378160437,,0.867871654902173
1970-01-01,3.90357150354168,3.89397868601079,0.00959281753088646,1.3150699184722,,,,,,,,,,,,1970-01-01,1.57644297510884,0.916736582842332,0.402792438367338,,0.57354285326649
1970-04-01,3.85002913463433,3.84732805512777,0.0027010795065558,0.67676390181191,,,,,,,,,,,,1970-04-01,1.57467676428215,0.919292737252586,0.402084122727447,,-0.0467023859717095
1970-07-01,3.91816050067103,3.91896252609179,-0.000802025420754127,0.296555277514472,,,,,,,,,,,,1970-07-01,1.58980263150221,0.921778461731758,0.401383846307951,,-1.3601330380448
1970-10-01,3.5903765260644,3.54330843442019,0.0470680916442105,0.0788028679263562,,,,,,,,,,,,1970-10-01,1.55603864384421,0.92418245674764,0.400723443686535,,-2.49445563258798
1971-01-01,4.00270427860576,3.93823057999148,0.0644736986142748,0.120028874377795,,,,,,,,,,,,1971-01-01,1.60706158395164,0.926625267259559,0.400131424619277,,-4.89250259111754
1971-04-01,3.78441094745481,3.76070607835239,0.0237048691024143,0.376972037692099,,,,,,,,,,,,1971-04-01,1.59635060424699,0.928990181355443,0.399644602354637,,-3.94125409550885
1971-07-01,3.62865909799061,3.67952859740562,-0.0508694994150093,0.433020961924399,,,,,,,,,,,,1971-07-01,1.5793200655397,0.931364036844802,0.39925685213453,,-2.64713895297327
1971-10-01,3.32012155590964,3.52030776319778,-0.200186207288141,0.091472386097621,,,,,,,,,,,,1971-10-01,1.55021781668296,0.933716190373571,0.398917624873496,,-2.2896456613467
1972-01-01,3.52097106505124,3.65882433882011,-0.13785327376887,0.560680722579946,,,,,,,,,,,,1972-01-01,1.54722343581416,0.936083967582607,0.398623512308783,,-3.45058551648804
1972-04-01,3.63786387375342,3.83923764261592,-0.201373768862503,0.909534913070161,,,,,,,,,,,,1972-04-01,1.55604008841214,0.938426234214248,0.398409487631178,,-2.31754429946803
1972-07-01,3.51863605736676,3.72735229097937,-0.208716233612616,1.38091158685904,,,,,,,,,,,,1972-07-01,1.53550514112763,0.940709519346232,0.398285717416742,,-1.53872145323586
1972-10-01,3.58042964277275,3.82310163013594,-0.242671987363187,1.59033297013536,,,,,,,,,,,,1972-10-01,1.53739981367832,0.942985404008897,0.398225021446102,,-1.22490240879616
1973-01-01,3.82150921707347,4.05318482921254,-0.231675612139068,2.05868925096934,,,,,,,,,,,,1973-01-01,1.57800704504344,0.945229681458359,0.398264994124838,,0.283412361207
1973-04-01,3.93128683216692,3.97350151526252,-0.0422146830955974,2.94757269599347,,,,,,,,,,,,1973-04-01,1.58055758275396,0.947417617262441,0.398569809358475,,0.894621864323378
1973-07-01,3.68905082810883,3.70190683183489,-0.0128560037260566,2.73286750772763,,,,,,,,,,,,1973-07-01,1.5380033341326,0.949585183876515,0.399126187050325,,3.61485465087305
1973-10-01,3.87471731655528,3.82139416131411,0.0533231552411706,2.36528008976063,,,,,,,,,,,,1973-10-01,1.54526471716168,0.951729517550466,0.39969023141421,,2.04130832802233
1974-01-01,3.72589323651736,3.56919660362052,0.156696632896844,1.93634056488474,,,,,,,,,,,,1974-01-01,1.51666467585028,0.953796735961165,0.400462904534314,,0.442346362410899
1974-04-01,3.97889219155029,3.54358613374235,0.435306057807934,2.04688107126958,,,,,,,,,,,,1974-04-01,1.51785887846623,0.955791115335113,0.401134128379058,,1.24174687685095
1974-07-01,3.91376789303005,3.27110631591898,0.642661577111074,1.92945265328876,,,,,,,,,,,,1974-07-01,1.50130749400473,0.957694133500584,0.40180891344923,,0.78203968608616
1974-10-01,3.80527093535644,3.19191378041874,0.613357154937698,1.01559597928713,,,,,,,,,,,,1974-10-01,1.50090277383655,0.95950600850908,0.402124094379232,,-3.25800923519347
1975-01-01,3.36186967856337,2.93149829074809,0.430371387815282,-0.239963060391347,,,,,,,,,,,,1975-01-01,1.51338679004454,0.961234310911124,0.402116285855145,,-6.38082087161055
1975-04-01,3.21197320615585,3.00249554356692,0.209477662588921,-1.08263777713887,,,,,,,,,,,,1975-04-01,1.51930906597278,0.962903208796861,0.401637263216518,,-6.24416527846692
1975-07-01,3.21243518759789,3.11020845068291,0.102226736914985,-0.866176318555972,,,,,,,,,,,,1975-07-01,1.51897056904139,0.964558007940123,0.401189912475622,,-4.12541400538316
1975-10-01,3.15960369880408,3.06910833023218,0.0904953685718993,-0.145611375840303,,,,,,,,,,,,1975-10-01,1.52205697151683,0.966224942254305,0.400915230690226,,-4.06786208395343
1976-01-01,3.27681454829789,3.21688624791917,0.0599283003787133,0.57201296162998,,,,,,,,,,,,1976-01-01,1.52703450216709,0.967915661424474,0.400641725497874,,-4.3870939049415
1976-04-01,2.99540175005065,3.07179008885008,-0.0763883387994298,0.857942388030324,,,,,,,,,,,,1976-04-01,1.52927299225763,0.969620543611069,0.400441891421513,,-3.39042487523397
1976-07-01,2.9207848526331,2.92836618074479,-0.00758132811169077,1.43893762179403,,,,,,,,,,,,1976-07-01,1.54431462185112,0.971320777078077,0.399949083422916,,-3.28646624962565
1976-10-01,2.87041605088937,2.87321713096751,-0.00280108007814101,1.68987932692028,,,,,,,,,,,,1976-10-01,1.56349106746333,0.973020733296006,0.399204813221879,,-3.61392657368278
1977-01-01,2.95274478411316,2.9034621886604,0.0492825954527581,2.12133707163832,,,,,,,,,,,,1977-01-01,1.56864085979666,0.974748864754267,0.398437100378298,,-4.07990609727986
1977-04-01,3.09211194209447,3.06627534135316,0.0258366007413088,2.53147725295003,,,,,,,,,,,,1977-04-01,1.5568345221299,0.976526611964976,0.397859175824407,,-4.01609585938174
1977-07-01,3.20959383736081,3.15448814250664,0.0551056948541769,3.21530950843464,,,,,,,,,,,,1977-07-01,1.55720061999892,0.978339397019401,0.397577986906561,,-3.52479147969001
1977-10-01,2.87952127620603,2.93300981886201,-0.053488542655977,3.20330513941201,,,,,,,,,,,,1977-10-01,1.58326716140374,0.98016740844054,0.397544749881108,,-2.33168758781269
1978-01-01,2.7881103182961,2.85300550641156,-0.0648951881154545,3.12765645048421,,,,,,,,,,,,1978-01-01,1.60862597133626,0.982069534759024,0.397639971544741,,-1.86110462114802
