gdp.log,inflation,inflation.expectations,interest
9.27535421762916,1.89654661595704,2.0966809267916,6.05277491746135
9.28212163229115,2.00933667188685,2.0917754713636,5.96948852354604
9.28958343694377,1.56816547884881,1.95966764497069,5.5913347964573
9.30612471207602,1.89710327651879,1.84278801080287,5.45955533512414
9.31505482898305,1.80985462669732,1.82111501348794,5.52740256509006
9.32538526233189,2.27891141197079,1.88850869850893,5.49845288937125
9.33182012191241,1.5712162244808,1.88927138491692,5.49832630844771
9.34830330580107,2.07834014399165,1.93458060178514,5.75908814219717
9.36073351538304,0.927822380764976,1.71407254030206,5.77000706769462
9.36928428872428,1.27113327780222,1.46212800675991,5.74134056369771
9.37922843541018,1.17618098596964,1.36336919713212,5.75614673882561
9.38844404599581,1.22572918753,1.15021645801671,5.73423212158601
9.4008938698455,1.41335726816331,1.27160017986629,5.77035670703707
9.41692656361223,1.27424440209214,1.27237796093877,5.05091799888249
9.42632056761155,1.00572463245162,1.22976387255927,4.91481769889239
9.43463589951092,1.38344597822938,1.26919307023411,4.92986732649059
9.44777941410945,1.46096407723689,1.28109477250251,5.29788322422229
9.46407372784693,1.88515751858886,1.43382305162669,5.52600721831882
9.46771157645587,2.09182470341669,1.70534806936795,5.9226233041725
9.48575366479825,1.39260014521652,1.70763661111474,6.56646799384828
9.48675090866784,1.9130530326006,1.82065884995566,6.83330858522726
9.4926769326032,1.98662745939635,1.84602633515754,6.78235025965175
9.48942945521969,2.58922787333255,1.9703771276365,5.8381333898686
9.49562412074752,1.50833298679007,1.99931033802989,4.48276668089329
9.49161259516663,1.0511996114677,1.78384698274667,3.61351713014664
9.49438190068296,1.90639421797044,1.76378867239019,2.18694706024445
9.50263006303116,1.22712301789477,1.42326245853074,1.77266832372187
9.50876622279462,2.19856177133253,1.59581965466636,1.79009597158084
9.5127933899007,2.11677210689394,1.86221277852292,1.77966444895998
9.51409909476756,1.42764434761627,1.74252531093438,1.47526521941974
9.5192530223055,1.23441491604426,1.74434828547175,1.27506162335229
9.52814713021653,1.51497856066805,1.57345248280563,1.27213176685068
9.54467869055579,1.81880496327404,1.49896069690065,1.03617747138964
9.55615306468873,1.79335124275664,1.59038742068574,1.0155809082443
9.56186588029973,2.19484700088799,1.83049544189668,1.02229589426179
9.56962310268135,2.27773675366785,2.02118499014663,1.02916181295272
9.5789915536283,1.42552749003762,1.92286562183752,1.4618469065059
9.5891599534648,2.16716148754225,2.01631818303393,1.99692725378322
9.60020752873593,2.8397077064469,2.17753335942365,2.53479908961645
9.60506177259115,1.9768609257609,2.10231440244692,3.02971160600585
9.6128872929818,1.54697113430868,2.13267531351468,3.56831307377929
9.61855050904261,2.66698705478204,2.25763170532463,4.11733969816248
9.63194703474014,2.31843452858291,2.12731341085863,4.62073605437987
9.63439986140538,3.16833704757636,2.4251824413125,5.10067050753253
9.63590329256726,2.14169196897898,2.57386264998007,5.46311944418842
9.64430501599974,1.72743512680659,2.33897466798621,5.46311944418842
9.64723670300895,2.74511666309553,2.44564520161436,5.47373115182139
9.65360075470575,1.66499856246794,2.06981058033726,5.46672198534599
9.65960575512094,1.94926961334479,2.02170499142871,5.27955247824035
9.66568368704112,2.76679714674986,2.28154549641453,4.66442472643913
9.66160106974973,2.11473798979469,2.12395082808932,3.27759451081155
9.66730770931016,1.67455679380732,2.12634038592416,2.13691025089353
9.66202485053,2.03170640590188,2.14694958406344,1.98782326345206
9.63995205744575,-0.312065384296048,1.37723395130196,0.51631413046036
9.62822635399101,-0.00449235244990355,0.847426365740813,0.184810529629575
9.6265325389092,1.56540144412755,0.82013752832087,0.18266617552205
9.63014530491167,1.40787693921816,0.664180161649939,0.159042054793379
9.64076830006785,2.49185551280614,1.36516038592549,0.121740507558044
9.6457563737328,1.3674779141647,1.70815295257914,0.13538915722815
9.65538689740683,1.07658869627725,1.58594976561656,0.19628465596937
9.66308860447767,0.610015474123351,1.38648439934286,0.189401171540182
9.66827110369205,1.26230794228588,1.0790975067128,0.189401171540182
9.66585903631402,1.75578927981414,1.17617534812516,0.158855635235411
9.67261665957135,2.33452903279158,1.49066043225374,0.0946371209636476
9.6722289127807,1.81332262209758,1.7914872192473,0.0845631124281931
9.68338325301368,1.4275925766451,1.8328083778371,0.0743058992262791
9.69152921286022,2.51693291047139,2.02309428550141,0.104897624632794
9.69607745378211,1.650304212516,1.85203808043252,0.155657930527631
9.69782475613588,1.15028806293812,1.68627944064265,0.145466219345525
9.69892253403181,1.76834141263941,1.77146664964123,0.162353512571833
9.70756299299795,1.60144503606686,1.5425946810401,0.145203795801918
9.70895587468536,1.21987875197021,1.43498831590365,0.118282466631481
9.71684123744181,1.54354294042903,1.53330203527638,0.0845631124281931
9.72392777850684,1.95468465090906,1.57988784484379,0.0879824164774279
9.72042053795755,1.38317289995351,1.52531981081545,0.0744921618560657
9.73318007678534,1.9681998973868,1.7124000971696,0.0946371209636476
9.74476235889015,1.53573665942637,1.71044852691893,0.0912915313088014
9.74924224323164,1.15338042567488,1.51012247061039,0.101550480699175
9.75734248378674,0.785869331399095,1.36079657847179,0.111589822548064
9.7631257427765,1.70781770815948,1.29570103116496,0.125087112184552
9.76635425225214,1.1991588086397,1.21155656846829,0.138623810934391
9.76781552753494,0.871792079126027,1.14115948183107,0.162795048526054
9.77369003744944,1.66902226192583,1.36194771446276,0.365217814906993
9.7767093627625,2.16770947942838,1.47692065727998,0.379196555238837
9.78270252164766,1.85315518564052,1.64041975153019,0.402946631232037
9.78765910542639,1.46158011605586,1.78786676076264,0.457732372978992
9.79236731481258,1.75026180329504,1.80817664610495,0.713601233010519
9.79794935442704,1.61241395823148,1.66935276580572,0.967385293883538
9.80511511881461,1.36162006323909,1.54646898520537,1.17623371271611
9.81447517487933,2.03514510305466,1.68986023195507,1.22798198417486
9.82207476506509,2.39787332372502,1.85176311206256,1.47845357135545
9.83037929588491,2.37312342887598,2.04194047972369,1.77592129235351
9.835187244743,1.36452411535724,2.04266649275322,1.96883112733377
9.83741617717757,1.84461918915729,1.99503501427888,2.27651015244694
9.8433762833067,1.11654510297976,1.67470295909257,2.4666755115637
9.8512742561291,2.31193456509496,1.65940574314731,2.45955870204924
9.85810585543745,1.73303164322173,1.75153262511343,2.24687244258894
9.8627858632789,1.35104288307175,1.62813854859205,1.6811223772017
9.84966432371949,1.72134385561615,1.77933823675115,1.27845043315258
9.8392350171674,-0.760343861408484,1.01126863012529,0.0607403059176947
9.82880570805687,3.46757242703705,1.44490382607912,0.0947110645989291
9.8398967421788,1.24399102824511,1.41814086237246,0.0912915313088014
9.85511918689719,2.64038335503274,1.6479007372266,0.0811439248725732
9.87139350427254,5.93207009075032,3.3210042252663,0.0708858492294517
9.87708674806638,4.46355461117537,3.56999977130088,0.0914018370161029
9.89375484300172,4.9021585204432,4.48454164435041,0.0811439248725732
9.8897900688667,5.0524847351223,5.0875669893728,0.123094009771485
9.88744363443378,4.28968456230333,4.67697060726105,0.783741394960358
